Contrato;Modalidade;Status;Placa;Reserva;Grupo Reserva;Grupo Retirada;Canal Venda;Retirada;Loja RET;Devolução;Loja DEV;Diárias;Total do Período;Upgrade/Upsell;Região Retirada;Região Devolução
20269885;Eventual;Aberto;RUC0E99;MV1JVGAIYRBR;F;HX;Call Center;15/03/2023 15:00;RIO DE JANEIRO - GALEÃO AEROPORTO;23/03/2023 14:00;RIO DE JANEIRO - GALEÃO AEROPORTO;8.0;2.007,20;Upgrade;RAC_ES_RJ_INTERIOR;RAC_ES_RJ_INTERIOR
20269888;Eventual;Aberto;RUC3I29;MV28FUX5ATBR;HW;QX;WebServices (XML);15/03/2023 15:00;RIO DE JANEIRO - BARRA DA TIJUCA EXTRA;27/03/2023 15:00;RIO DE JANEIRO - BARRA DA TIJUCA EXTRA;12.0;3.079,80;Upgrade;RAC_RJ_CAPITAL;RAC_RJ_CAPITAL
20269896;Eventual;Aberto;RIS7H58;MV1K5YHD0NBR;H;HX;WebServices (XML);15/03/2023 14:55;RIO DE JANEIRO-SANTOS DUMONT AERO/MARINA GLORIA;27/03/2023 19:00;RIO DE JANEIRO-SANTOS DUMONT AERO/MARINA GLORIA;12.0;2.627,55;Upgrade;RAC_RJ_CAPITAL;RAC_RJ_CAPITAL
20270088;Eventual;Aberto;RTG2D00;MV28FUWV7VBR;FX;H;Portal Agência;15/03/2023 15:25;RIO DE JANEIRO - BARRA DA TIJUCA EXTRA;26/03/2023 18:25;RIO DE JANEIRO - BARRA DA TIJUCA EXTRA;11.0;1.931,29;Upgrade;RAC_RJ_CAPITAL;RAC_RJ_CAPITAL
20270110;Eventual;Aberto;GJZ7G57;MV1QXYCLH7BR;C;FX;Portal Empresa;15/03/2023 15:00;MANAUS CENTRO;25/03/2023 15:00;MANAUS CENTRO;10.0;973,62;Upgrade;RAC_NORTE;RAC_NORTE
20270831;Eventual;Aberto;RMN3C34;MV4H1FFI3LHBR;B;HW;Loja - Walk in;15/03/2023 17:05;RIO DE JANEIRO - CAMPO GRANDE;27/03/2023 17:05;RIO DE JANEIRO - CAMPO GRANDE;12.0;1.581,62;Upgrade;RAC_RJ_CAPITAL;RAC_RJ_CAPITAL
20270997;Eventual;Aberto;GJC9D94;MV2WFIHLS7BR;D;H;Mobile;15/03/2023 17:20;NOVA IGUAÇU;27/03/2023 18:00;NOVA IGUAÇU;12.0;1.837,61;Upgrade;RAC_ES_RJ_INTERIOR;RAC_ES_RJ_INTERIOR
20271140;Eventual;Aberto;GJP2A45;MV4H1J8Q76QBR;F;HX;Parcerias;15/03/2023 17:31;CAMPINAS - SHOPPING PARQUE DOM PEDRO;22/03/2023 17:31;CAMPINAS - SHOPPING PARQUE DOM PEDRO;7.0;1.263,66;Upgrade;RAC_SP_INTERIOR;RAC_SP_INTERIOR
20271332;Eventual;Aberto;GJP8F63;MV1Q981UMHBR;HX;QX;Call Center;15/03/2023 18:02;RIO VERDE;22/03/2023 17:00;RIO VERDE;7.0;1.022,00;Upgrade;RAC_CO;RAC_CO
20271895;Eventual;Aberto;RIU6F32;MV1KQWII7RBR;F;HX;Website Movida;16/03/2023 01:34;RECIFE AEROPORTO;18/03/2023 04:34;RECIFE AEROPORTO;2.0;253,99;Upgrade;RAC_NORDESTE;RAC_NORDESTE
20274139;Eventual;Aberto;FGB9F61;MV24KOKJJ3BR;B;D;Call Center;16/03/2023 09:30;VITÓRIA AEROPORTO;19/03/2023 12:30;VITÓRIA AEROPORTO;3.0;652,00;Upgrade;RAC_ES_RJ_INTERIOR;RAC_ES_RJ_INTERIOR
20274798;Eventual;Aberto;GHS5I92;MV1MFXBTGEBR;F;HX;Portal Agência;16/03/2023 10:34;BELÉM AEROPORTO;27/03/2023 10:30;BELÉM AEROPORTO;11.0;1.843,69;Upgrade;RAC_NORTE;RAC_NORTE
20275515;Eventual;Aberto;RIS7H88;MV1T54MJD5BR;FX;HX;Parcerias;16/03/2023 11:55;SÃO PAULO - SHOPPING BUTANTÃ;27/03/2023 12:00;SÃO PAULO - SHOPPING BUTANTÃ;11.0;1.832,97;Upgrade;RAC_SP_CAPITAL;RAC_SP_CAPITAL
20275893;Eventual;Aberto;RIU7C16;MV27TWWETSBR;BX;HX;Mobile;16/03/2023 12:35;SÃO PAULO - VILA LEOPOLDINA;27/03/2023 12:11;SÃO PAULO - VILA LEOPOLDINA;11.0;2.000,17;Upgrade;RAC_SP_CAPITAL;RAC_SP_CAPITAL
20276009;Eventual;Aberto;RTG0H53;MV2499OYQDBR;HY;HY;WebServices (XML);16/03/2023 12:45;"Filial ID
POA    PORTO ALEGRE AEROPORTO
POA    PORTO ALEGRE AEROPORTO
Name: Loja, dtype: object";17/03/2023 14:24;"Filial ID
POA    PORTO ALEGRE AEROPORTO
POA    PORTO ALEGRE AEROPORTO
Name: Loja, dtype: object";1.0;361,79;UpSell;"Filial ID
POA    RAC_SUL_RS_SC
POA    RAC_SUL_RS_SC
Name: Região, dtype: object";"Filial ID
POA    RAC_SUL_RS_SC
POA    RAC_SUL_RS_SC
Name: Região, dtype: object"
20276394;Eventual;Aberto;QXS9D66;MV1QXYCWVKBR;AX;HW;Website Movida;16/03/2023 13:23;MANAUS CENTRO;27/03/2023 13:23;MANAUS CENTRO;11.0;2.014,49;Upgrade;RAC_NORTE;RAC_NORTE
20276571;Eventual;Aberto;RTW2D83;MV1MFX7NH5BR;BX;HX;Mobile;16/03/2023 14:10;BELÉM AEROPORTO;27/03/2023 14:10;BELÉM AEROPORTO;11.0;1.988,11;Upgrade;RAC_NORTE;RAC_NORTE
20277250;Eventual;Aberto;RUG4E26;MV1Q1LDM0CBR;D;H;Parcerias;16/03/2023 15:12;NITERÓI;27/03/2023 15:00;NITERÓI;11.0;1.329,89;Upgrade;RAC_RJ_CAPITAL;RAC_RJ_CAPITAL
20277647;Eventual;Aberto;RJU8A81;MV1UFT93FYBR;D;HX;Website Movida;16/03/2023 16:15;BELO HORIZONTE PAMPULHA ANTONIO CARLOS;24/03/2023 15:30;BELO HORIZONTE PAMPULHA ANTONIO CARLOS;8.0;1.614,32;Upgrade;RAC_MG;RAC_MG
20277937;Eventual;Aberto;RUF1F74;MV1S05GP0CBR;F;HW;Mobile;16/03/2023 17:00;NAVEGANTES AEROPORTO;27/03/2023 17:30;NAVEGANTES AEROPORTO;11.0;1.762,03;Upgrade;RAC_SUL_PR_SC;RAC_SUL_PR_SC
20278695;Eventual;Aberto;RUD3G91;MV1MC4YDH4BR;HX;HW;Portal Empresa;16/03/2023 17:24;CUIABA AEROPORTO;21/03/2023 18:00;CUIABA AEROPORTO;5.0;1.077,49;UpSell;RAC_CO;RAC_CO
20279803;Eventual;Aberto;RTS8D98;MV1SDGWVJ5BR;HX;HY;Mobile;17/03/2023 13:21;BLUMENAU;27/03/2023 14:00;BLUMENAU;10.0;1.576,83;Upgrade;RAC_SUL_PR_SC;RAC_SUL_PR_SC
20280094;Eventual;Aberto;RUF1F32;MV1JNTQ3TPBR;H;HW;WebServices (XML);17/03/2023 06:10;SÃO PAULO - GUARULHOS AEROPORTO;17/03/2023 15:44;CAMPINAS MORAES SALES;1.0;276,67;Upgrade;RAC_SP_ZL_ABC_VP;RAC_SP_INTERIOR
20282672;Eventual;Aberto;RTL9J57;MV1NOQ14OTBR;F;H;Parcerias;17/03/2023 11:08;ARACAJU AEROPORTO;27/03/2023 12:00;ARACAJU AEROPORTO;10.0;1.967,59;Upgrade;RAC_BA_SE_AL;RAC_BA_SE_AL
20283511;Eventual;Aberto;FIJ3C42;MV1JVG7AY0BR;HW;HX;Portal Empresa;17/03/2023 12:30;RIO DE JANEIRO - GALEÃO AEROPORTO;27/03/2023 15:30;RIO DE JANEIRO - GALEÃO AEROPORTO;10.0;2.128,34;Upgrade;RAC_ES_RJ_INTERIOR;RAC_ES_RJ_INTERIOR
20283529;Eventual;Aberto;RMU9G40;MV1MNJSMVABR;D;H;WebServices (XML);17/03/2023 12:50;TERESINA AEROPORTO;27/03/2023 12:50;ARACAJU AEROPORTO;10.0;3.032,51;Upgrade;RAC_NORTE;RAC_BA_SE_AL
20284125;Eventual;Aberto;GHY2B34;MV1RE7FCV6BR;H;HX;WebServices (XML);17/03/2023 13:30;CONTAGEM;27/03/2023 13:30;CONTAGEM;10.0;1.492,83;Upgrade;RAC_MG;RAC_MG
20284783;Eventual;Aberto;RUC9F98;MV1UFT8SXSBR;D;H;Call Center;17/03/2023 14:28;BELO HORIZONTE PAMPULHA ANTONIO CARLOS;24/03/2023 17:00;BELO HORIZONTE PAMPULHA ANTONIO CARLOS;7.0;1.300,89;Upgrade;RAC_MG;RAC_MG
20285937;Eventual;Aberto;EXU9A87;MV1PLDE695BR;BS;FX;Portal Empresa;17/03/2023 16:12;AMERICANA;27/03/2023 16:12;AMERICANA;10.0;1.498,11;Upgrade;RAC_SP_INTERIOR;RAC_SP_INTERIOR
20286178;Eventual;Aberto;RXP4C31;MV1JNTQNG9BR;HX;HY;Mobile;17/03/2023 16:33;SÃO PAULO - GUARULHOS AEROPORTO;19/03/2023 21:00;SÃO PAULO - GUARULHOS AEROPORTO;2.0;601,42;Upgrade;RAC_SP_ZL_ABC_VP;RAC_SP_ZL_ABC_VP
20286299;Eventual;Aberto;RTB8H38;MV208DH9WHBR;D;H;Portal Empresa;17/03/2023 16:42;SÃO PAULO - MOEMA;27/03/2023 16:42;SÃO PAULO - MOEMA;10.0;1.180,03;Upgrade;RAC_SP_CAPITAL;RAC_SP_CAPITAL
20286872;Eventual;Aberto;GES5H63;MV1JLX3W22BR;F;H;WebServices (XML);17/03/2023 17:30;SÃO PAULO - CONGONHAS AEROPORTO;27/03/2023 17:00;SÃO PAULO - CONGONHAS AEROPORTO;10.0;2.439,01;Upgrade;RAC_SP_CAPITAL;RAC_SP_CAPITAL
20287083;Eventual;Aberto;RUH8D34;MV1KUPSQOABR;F;HX;Call Center;17/03/2023 17:45;SÃO LUÍS AEROPORTO;27/03/2023 18:00;SÃO LUÍS AEROPORTO;10.0;2.045,00;Upgrade;RAC_NORTE;RAC_NORTE
20287187;Eventual;Aberto;RUG4E30;MV258J9IMOBR;HW;H;Call Center;17/03/2023 16:55;CUIABA CENTRO;24/03/2023 18:00;CUIABA CENTRO;7.0;1.230,26;UpSell;RAC_CO;RAC_CO
20290494;Eventual;Aberto;RKA7F73;MV301WAKN7BR;BX;HX;Mobile;18/03/2023 08:54;SÃO PAULO - SHOPPING ELDORADO;27/03/2023 19:30;SÃO PAULO - SHOPPING ELDORADO;10.0;1.333,05;Upgrade;RAC_SP_CAPITAL;RAC_SP_CAPITAL
20290882;Eventual;Aberto;RUD7C77;MV208DGWU1BR;HX;HY;Portal Agência;18/03/2023 09:25;SÃO PAULO - MOEMA;25/03/2023 10:00;SÃO PAULO - MOEMA;7.0;2.089,67;Upgrade;RAC_SP_CAPITAL;RAC_SP_CAPITAL
20290955;Eventual;Aberto;CUI1A88;MV1UJMJ6TABR;D;H;Portal Empresa;18/03/2023 08:30;CAMPO GRANDE CENTRO;22/03/2023 10:00;CAMPO GRANDE CENTRO;4.0;472,00;Upgrade;RAC_CO;RAC_CO
20291346;Eventual;Aberto;RVF5E30;MV1UJMJATQBR;BX;FY;Mobile;18/03/2023 09:00;CAMPO GRANDE CENTRO;27/03/2023 09:00;CAMPO GRANDE CENTRO;9.0;2.183,12;Upgrade;RAC_CO;RAC_CO
20291548;Eventual;Aberto;RTB1B54;MV1O8RF7AOBR;FX;M;Portal Empresa;18/03/2023 10:11;SÃO PAULO - SHOPPING CAMPO LIMPO;25/03/2023 10:00;SÃO PAULO - SHOPPING CAMPO LIMPO;7.0;1.059,32;Upgrade;RAC_SP_CAPITAL;RAC_SP_CAPITAL
20291644;Eventual;Aberto;RTO8F48;MV1N1VDGF0BR;FY;H;Mobile;18/03/2023 10:19;MACAÉ;27/03/2023 12:00;MACAÉ;9.0;1.641,26;UpSell;RAC_ES_RJ_INTERIOR;RAC_ES_RJ_INTERIOR
20293034;Eventual;Aberto;RKV7H97;MV1OXIN724BR;C;HX;WebServices (XML);18/03/2023 12:20;INDAIATUBA;25/03/2023 12:00;INDAIATUBA;7.0;1.040,71;Upgrade;RAC_SP_INTERIOR;RAC_SP_INTERIOR
20293513;Eventual;Aberto;RKU6J05;MV1KQWGBE5BR;F;G;Call Center;18/03/2023 13:10;RECIFE AEROPORTO;27/03/2023 14:00;ARACAJU AEROPORTO;9.0;2.208,20;Upgrade;RAC_NORDESTE;RAC_BA_SE_AL
20293705;Eventual;Aberto;GAH3H53;MV1KQW3KFDBR;H;HX;WebServices (XML);18/03/2023 13:25;RECIFE AEROPORTO;27/03/2023 14:00;ARACAJU AEROPORTO;9.0;2.180,36;Upgrade;RAC_NORDESTE;RAC_BA_SE_AL
20293826;Eventual;Aberto;RTB8A01;MV1MT9T2KTBR;AX;HX;Website Movida;18/03/2023 13:00;MANAUS AEROPORTO;27/03/2023 13:00;MANAUS AEROPORTO;9.0;2.284,68;Upgrade;RAC_NORTE;RAC_NORTE
20294779;Eventual;Aberto;FXZ5C54;MV1ND9JDORBR;G;HX;Portal Agência;18/03/2023 16:40;JOÃO PESSOA AEROPORTO;27/03/2023 16:00;NATAL AEROPORTO;9.0;2.164,65;Upgrade;RAC_NORDESTE;RAC_NORDESTE
20295223;Eventual;Aberto;RTL4J15;MV1KQWJ7XUBR;G;H;Portal Empresa;18/03/2023 18:32;RECIFE AEROPORTO;26/03/2023 10:00;RECIFE AEROPORTO;8.0;2.081,68;Upgrade;RAC_NORDESTE;RAC_NORDESTE
20296224;Eventual;Aberto;RTL5B79;MV28C2NAKIBR;FY;FX;Parcerias;19/03/2023 12:33;SÃO PAULO - SHOPPING DeD - BROOKLIN;27/03/2023 15:33;SÃO PAULO - SHOPPING DeD - BROOKLIN;8.0;1.980,37;UpSell;RAC_SP_CAPITAL;RAC_SP_CAPITAL
20296737;Eventual;Aberto;RXR3J31;MV1RE7HJ1FBR;AX;HY;Loja - Walk in;19/03/2023 10:50;CONTAGEM;27/03/2023 10:50;CONTAGEM;8.0;2.730,27;Upgrade;RAC_MG;RAC_MG
20297880;Eventual;Aberto;RTO1D04;MV4H1J8RR4RBR;F;H;Call Center;19/03/2023 14:40;CAMPINAS - SHOPPING PARQUE DOM PEDRO;27/03/2023 15:00;CAMPINAS - SHOPPING PARQUE DOM PEDRO;8.0;1.935,62;Upgrade;RAC_SP_INTERIOR;RAC_SP_INTERIOR
20298400;Eventual;Aberto;RTO7G95;MV1NDB64GLBR;G;H;Portal Agência;19/03/2023 16:53;JOÃO PESSOA AEROPORTO;27/03/2023 15:00;JOÃO PESSOA AEROPORTO;8.0;1.473,74;Upgrade;RAC_NORDESTE;RAC_NORDESTE
20299263;Eventual;Aberto;CHF9E47;MV2YNKW28RBR;B;D;Call Center;19/03/2023 20:40;SÃO PAULO - SHOPPING TUCURUVI;25/03/2023 20:00;SÃO PAULO - SHOPPING TUCURUVI;6.0;877,32;Upgrade;RAC_SP_CAPITAL;RAC_SP_CAPITAL
20299435;Eventual;Aberto;GKA6H12;MV1KJAYRDDBR;L;H;WebServices (XML);19/03/2023 21:12;CAMPINAS AEROPORTO;26/03/2023 20:30;CAMPINAS AEROPORTO;7.0;1.677,61;UpSell;RAC_SP_INTERIOR;RAC_SP_INTERIOR
20299683;Eventual;Aberto;QXS9D73;MV1KWMGGH6BR;H;HW;Mobile;20/03/2023 01:00;BRASILIA AEROPORTO;27/03/2023 15:00;BRASILIA AEROPORTO;8.0;2.972,48;Upgrade;RAC_CO;RAC_CO
20299920;Eventual;Aberto;RIZ6I46;MV1JLX3W1KBR;B;HX;Parcerias;20/03/2023 06:20;SÃO PAULO - CONGONHAS AEROPORTO;27/03/2023 06:20;SÃO PAULO - CONGONHAS AEROPORTO;7.0;680,75;Upgrade;RAC_SP_CAPITAL;RAC_SP_CAPITAL
20301203;Eventual;Aberto;RTO6B93;MV1NY93PCYBR;D;H;SABRE;20/03/2023 08:43;BAURU;25/03/2023 14:00;BAURU;5.0;706,88;Upgrade;RAC_SP_INTERIOR;RAC_SP_INTERIOR
20301962;Eventual;Aberto;RIZ6I49;MV1KWMG8E9BR;HW;HX;Portal Empresa;20/03/2023 09:42;BRASILIA AEROPORTO;27/03/2023 08:00;BRASILIA AEROPORTO;7.0;1.752,55;Upgrade;RAC_CO;RAC_CO
20302257;Eventual;Aberto;RTL9A71;MV1NKWRE6YBR;AX;H;Portal Empresa;20/03/2023 10:02;OSASCO;27/03/2023 12:00;OSASCO;7.0;553,03;Upgrade;RAC_SP_CAPITAL;RAC_SP_CAPITAL
20302466;Eventual;Aberto;GJP0G26;MV1K7V4HYOBR;HW;HX;WebServices (XML);20/03/2023 10:30;BELO HORIZONTE LOURDES BIAS FORTES;24/03/2023 13:00;BELO HORIZONTE LOURDES BIAS FORTES;4.0;919,60;Upgrade;RAC_MG;RAC_MG
20302898;Eventual;Aberto;RUD7A39;MV1MFXCSSYBR;L;MJ;Website Movida;20/03/2023 10:50;BELÉM AEROPORTO;27/03/2023 10:50;BELÉM AEROPORTO;7.0;3.063,12;Upgrade;RAC_NORTE;RAC_NORTE
20303969;Eventual;Aberto;RMD0E80;MV1O8RFR5TBR;FX;FY;Parcerias;20/03/2023 12:09;SÃO PAULO - SHOPPING CAMPO LIMPO;27/03/2023 15:09;SÃO PAULO - SHOPPING CAMPO LIMPO;7.0;917,36;Upgrade;RAC_SP_CAPITAL;RAC_SP_CAPITAL
20304024;Eventual;Aberto;EQN8C85;MV1MHTQ0BPBR;B;D;WebServices (XML);20/03/2023 12:25;NATAL AEROPORTO;27/03/2023 15:00;NATAL AEROPORTO;7.0;928,57;Upgrade;RAC_NORDESTE;RAC_NORDESTE
20304127;Eventual;Aberto;RKQ7H25;MV25I2GW30BR;F;G;Website Movida;20/03/2023 13:07;JOÃO PESSOA EPITÁCIO;27/03/2023 10:52;JOÃO PESSOA EPITÁCIO;7.0;1.105,91;Upgrade;RAC_NORDESTE;RAC_NORDESTE
20304135;Eventual;Aberto;GEJ4J72;MV2499B0LIBR;BS;H;SABRE;20/03/2023 12:30;"Filial ID
POA    PORTO ALEGRE AEROPORTO
POA    PORTO ALEGRE AEROPORTO
Name: Loja, dtype: object";27/03/2023 15:00;"Filial ID
POA    PORTO ALEGRE AEROPORTO
POA    PORTO ALEGRE AEROPORTO
Name: Loja, dtype: object";7.0;1.750,92;Upgrade;"Filial ID
POA    RAC_SUL_RS_SC
POA    RAC_SUL_RS_SC
Name: Região, dtype: object";"Filial ID
POA    RAC_SUL_RS_SC
POA    RAC_SUL_RS_SC
Name: Região, dtype: object"
20304209;Eventual;Aberto;EFU0I24;MV2WFIPUE8BR;F;HX;Parcerias;20/03/2023 12:40;NOVA IGUAÇU;27/03/2023 12:40;RIO DE JANEIRO - LEBLON;7.0;1.286,58;Upgrade;RAC_ES_RJ_INTERIOR;RAC_RJ_CAPITAL
20304564;Eventual;Aberto;RXP1H21;MV1MYYOKSCBR;HW;HY;WebServices (XML);20/03/2023 13:20;RIBEIRÃO PRETO CASTELO BRANCO;27/03/2023 14:00;SÃO PAULO - GUARULHOS AEROPORTO;7.0;1.909,01;Upgrade;RAC_MG;RAC_SP_ZL_ABC_VP
20304592;Eventual;Aberto;RUQ7I18;MV1KQWJO7HBR;FX;H;Website Movida;20/03/2023 13:14;RECIFE AEROPORTO;27/03/2023 14:00;MACEIÓ AEROPORTO;7.0;1.991,07;Upgrade;RAC_NORDESTE;RAC_BA_SE_AL
20304843;Eventual;Aberto;RTM2J59;MV1MJQL9MVBR;D;H;Call Center;20/03/2023 13:39;RESENDE;27/03/2023 16:00;RESENDE;7.0;1.401,59;Upgrade;RAC_ES_RJ_INTERIOR;RAC_ES_RJ_INTERIOR
20304922;Eventual;Aberto;GFS0J86;MV1MFXCW0WBR;AX;H;Website Movida;20/03/2023 14:00;BELÉM AEROPORTO;27/03/2023 14:00;BELÉM AEROPORTO;7.0;1.739,79;Upgrade;RAC_NORTE;RAC_NORTE
20305068;Eventual;Aberto;RUA7J50;MV1KFHPJE1BR;HX;KX;Loja - Walk in;20/03/2023 14:15;SÃO PAULO - BARRA FUNDA;27/03/2023 15:00;SÃO PAULO - BARRA FUNDA;7.0;6.401,20;UpSell;RAC_SP_CAPITAL;RAC_SP_CAPITAL
20305343;Eventual;Aberto;RUC3H38;MV1WED8F4PBR;FY;QX;Portal Agência;20/03/2023 14:35;SÃO PAULO - TATUAPÉ II;27/03/2023 14:00;SÃO PAULO - GUARULHOS AEROPORTO;7.0;1.515,39;Upgrade;RAC_SP_ZL_ABC_VP;RAC_SP_ZL_ABC_VP
20305348;Eventual;Aberto;RVY6B37;MV1Q5EPJF3BR;B;HY;Parcerias;20/03/2023 14:32;CAMPOS DOS GOYTACAZES;27/03/2023 14:00;CAMPOS DOS GOYTACAZES;7.0;1.963,23;Upgrade;RAC_ES_RJ_INTERIOR;RAC_ES_RJ_INTERIOR
20305390;Eventual;Aberto;GHB1D61;MV1JNTQYXIBR;HW;HY;Parcerias;20/03/2023 14:46;SÃO PAULO - GUARULHOS AEROPORTO;27/03/2023 15:00;CAMPINAS AEROPORTO;7.0;1.147,42;Upgrade;RAC_SP_ZL_ABC_VP;RAC_SP_INTERIOR
20305479;Eventual;Aberto;RTT6D12;MV1OGE0A50BR;BS;FX;Website Movida;20/03/2023 14:55;SANTOS AFFONSO PENNA;21/03/2023 16:00;SANTOS AFFONSO PENNA;1.0;180,00;Upgrade;RAC_SP_ZL_ABC_VP;RAC_SP_ZL_ABC_VP
20305877;Eventual;Aberto;RTX4D57;MV1NMTEAD7BR;H;HX;Call Center;20/03/2023 15:42;MOGI DAS CRUZES;27/03/2023 15:00;MOGI DAS CRUZES;7.0;1.508,26;Upgrade;RAC_SP_ZL_ABC_VP;RAC_SP_ZL_ABC_VP
20305958;Eventual;Aberto;EZP7A46;MV24KOLOY2BR;G;HX;Portal Agência;20/03/2023 16:10;VITÓRIA AEROPORTO;24/03/2023 15:00;VITÓRIA AEROPORTO;4.0;813,88;Upgrade;RAC_ES_RJ_INTERIOR;RAC_ES_RJ_INTERIOR
20306029;Eventual;Aberto;RTU2H85;MV1Q1LITDCBR;F;KX;Mobile;20/03/2023 15:56;NITERÓI;27/03/2023 17:00;NITERÓI;7.0;1.383,76;Upgrade;RAC_RJ_CAPITAL;RAC_RJ_CAPITAL
20306227;Eventual;Aberto;RFK4G24;MV1TO6C2N7BR;HY;T;Loja - Walk in;20/03/2023 16:35;SÃO PAULO - JUSCELINO KUBITSCHEK;27/03/2023 18:00;SÃO PAULO - JUSCELINO KUBITSCHEK;7.0;6.677,17;UpSell;RAC_SP_CAPITAL;RAC_SP_CAPITAL
20306333;Eventual;Aberto;RMM3I48;MV28FUXJA9BR;H;HW;Portal Agência;20/03/2023 16:32;RIO DE JANEIRO - BARRA DA TIJUCA EXTRA;27/03/2023 17:00;RIO DE JANEIRO - BARRA DA TIJUCA EXTRA;7.0;1.579,37;Upgrade;RAC_RJ_CAPITAL;RAC_RJ_CAPITAL
20306408;Eventual;Aberto;RTU2G72;MV1QOG75K5BR;C;D;Mobile;20/03/2023 16:40;SÃO CARLOS;27/03/2023 16:40;SÃO CARLOS;7.0;1.320,42;Upgrade;RAC_SP_INTERIOR;RAC_SP_INTERIOR
20306570;Eventual;Aberto;RKA7F74;MV1LGNTR17BR;G;HX;Portal Empresa;20/03/2023 17:05;GOIÂNIA AEROPORTO;27/03/2023 17:00;GOIÂNIA AEROPORTO;7.0;1.394,34;Upgrade;RAC_CO;RAC_CO
20307349;Eventual;Aberto;GGO8J03;MV2WUQT8EGBR;F;FX;Portal Empresa;20/03/2023 17:58;SÃO PAULO - CRUZEIRO DO SUL;27/03/2023 10:00;SÃO PAULO - CRUZEIRO DO SUL;7.0;1.078,24;Upgrade;RAC_SP_CAPITAL;RAC_SP_CAPITAL
20307845;Eventual;Aberto;RTM2H08;MV28C2OTSTBR;FX;H;Call Center;21/03/2023 10:00;SÃO PAULO - SHOPPING DeD - BROOKLIN;27/03/2023 10:00;SÃO PAULO - CONGONHAS AEROPORTO;6.0;1.542,96;Upgrade;RAC_SP_CAPITAL;RAC_SP_CAPITAL
20308219;Eventual;Aberto;SHB4B89;MV1MT9TK6XBR;HW;HX;Mobile;20/03/2023 20:07;MANAUS AEROPORTO;26/03/2023 20:07;MANAUS AEROPORTO;6.0;1.519,48;Upgrade;RAC_NORTE;RAC_NORTE
20308573;Eventual;Aberto;RTF4G60;MV1SSP32AHBR;F;FX;WebServices (XML);21/03/2023 00:35;"Filial ID
JDO    JUAZEIRO DO NORTE AEROPORTO
JDO    JUAZEIRO DO NORTE AEROPORTO
JDO    JUAZEIRO DO NORTE AEROPORTO
Name: Loja, dtype: object";26/03/2023 16:35;"Filial ID
JDO    JUAZEIRO DO NORTE AEROPORTO
JDO    JUAZEIRO DO NORTE AEROPORTO
JDO    JUAZEIRO DO NORTE AEROPORTO
Name: Loja, dtype: object";6.0;902,72;Upgrade;"Filial ID
JDO    RAC_NORDESTE
JDO             NaN
JDO    RAC_NORDESTE
Name: Região, dtype: object";"Filial ID
JDO    RAC_NORDESTE
JDO             NaN
JDO    RAC_NORDESTE
Name: Região, dtype: object"
20309058;Eventual;Aberto;RTV8I70;MV1KWMGX5TBR;HX;SS;Call Center;21/03/2023 08:00;BRASILIA AEROPORTO;27/03/2023 18:00;BRASILIA AEROPORTO;7.0;2.043,78;Upgrade;RAC_CO;RAC_CO
20309068;Eventual;Aberto;RNP3A36;MV1KQWJH74BR;FX;H;Mobile;21/03/2023 07:40;RECIFE AEROPORTO;27/03/2023 18:00;RECIFE AEROPORTO;7.0;2.023,74;Upgrade;RAC_NORDESTE;RAC_NORDESTE
20310450;Eventual;Aberto;RUG9J10;MV1OXIQQBUBR;H;HX;Loja - Walk in;21/03/2023 10:05;INDAIATUBA;25/03/2023 08:00;INDAIATUBA;4.0;1.930,75;Upgrade;RAC_SP_INTERIOR;RAC_SP_INTERIOR
20311040;Eventual;Aberto;RTY1B71;MV23A08LV5BR;H;HX;WebServices (XML);21/03/2023 11:10;UBERLÂNDIA AEROPORTO;27/03/2023 14:10;UBERLÂNDIA AEROPORTO;6.0;1.020,08;Upgrade;RAC_MG;RAC_MG
20311073;Eventual;Aberto;RUH8D41;MV1SHAA907BR;H;HX;Mobile;21/03/2023 11:14;CURITIBA AEROPORTO;27/03/2023 14:14;CURITIBA AEROPORTO;6.0;1.922,32;Upgrade;RAC_SUL_PR_SC;RAC_SUL_PR_SC
20311537;Eventual;Aberto;RTX9J90;MV1SN07EGFBR;SX;SY;Loja - Walk in;21/03/2023 12:03;MARABÁ AEROPORTO EXTERNO;26/03/2023 12:03;MARABÁ AEROPORTO EXTERNO;5.0;2.830,07;Upgrade;RAC_NORTE;RAC_NORTE
20311608;Eventual;Aberto;RTO6A21;MV1P81XKB3BR;FX;H;Portal Empresa;21/03/2023 12:13;SANTO ANDRÉ;22/03/2023 12:00;SANTO ANDRÉ;1.0;203,66;Upgrade;RAC_SP_ZL_ABC_VP;RAC_SP_ZL_ABC_VP
20311737;Eventual;Aberto;GHQ6J14;MV2499RI5VBR;F;FX;Mobile;21/03/2023 12:40;"Filial ID
POA    PORTO ALEGRE AEROPORTO
POA    PORTO ALEGRE AEROPORTO
Name: Loja, dtype: object";27/03/2023 16:30;"Filial ID
POA    PORTO ALEGRE AEROPORTO
POA    PORTO ALEGRE AEROPORTO
Name: Loja, dtype: object";6.0;1.360,24;Upgrade;"Filial ID
POA    RAC_SUL_RS_SC
POA    RAC_SUL_RS_SC
Name: Região, dtype: object";"Filial ID
POA    RAC_SUL_RS_SC
POA    RAC_SUL_RS_SC
Name: Região, dtype: object"
